Title,Question,Answer
Do the biopic-ized people get paid for being represented in their respective biopic movies?,"I mean if someone did a movie about your life, would you want to get paid for it?",CANNOTANSWER
What did Bill do to make Hanzo mad?,What did Bill do to make Hanzo mad?,Bill learnt the art of swordsmanship from Hanzo and used it for evil. This must have infuriated Hanzo
What did Bill do to make Hanzo mad?,How did the black mambo meet Hanzo?,CANNOTANSWER
What did Bill do to make Hanzo mad?,did the black mamba eventually kill Bill?,CANNOTANSWER
What did Bill do to make Hanzo mad?,Was the black mamba friends with Hanzo?,"So to me, this seems the possible reason for Hanzo's anger"
What did Bill do to make Hanzo mad?,What sort of sword was made by Hanzo?,CANNOTANSWER
Why does lightning hit affects speedsters?,Why does lightning hit affects speedsters?,"As we've seen before with other metas who harness electrical powers, Barry can still take an electrical hit and be hurt by it, and lightning is just a large electrical charge"
Why does lightning hit affects speedsters?,How would an injured Flash be resuscitated if they were struck by lightening ?,"They get affected by lightning just like anyone else would be - they're still human (ok, metahuman"
Why does lightning hit affects speedsters?,Are Flash and Barry Allen the same person?,CANNOTANSWER
Why does lightning hit affects speedsters?,What could stop a speeding superhero besides lighting?,CANNOTANSWER
Why does lightning hit affects speedsters?,How many seasons of the Flash TV show are there?,CANNOTANSWER
Why do we say that Captain America is the first avenger?,Why do we say that Captain America is the first avenger?,because he was the first to be recruited
Why do we say that Captain America is the first avenger?,"So, Thor was recruited after him even though he is older?",Thor doesn't even know about the Avengers until partway through the movie: even Stark was aware of their existence before then
Why do we say that Captain America is the first avenger?,So Captain America is more important than Thor?,Captain America was quite clearly the first member of the team to sign up to a government initiative to defend innocent life
Did someone arrange rocks in a U shape?,Was Leo in the Reverent?,CANNOTANSWER
Did someone arrange rocks in a U shape?,Did someone arrange rocks in a U shape?,Quite a few Native American tribes used this kind of fishing technique to catch freshwater fish
Did someone arrange rocks in a U shape?,What year did The Reverent come out?,CANNOTANSWER
Did someone arrange rocks in a U shape?,What is the purpose of arranging the rocks this way?,"The rock formation forces the fish swimming downstream into a small area where they can't easily escape, and can be grabbed by the person fishing"
Did someone arrange rocks in a U shape?,How high do you have to make the formation?,CANNOTANSWER
"In Star Wars, can a Jedi kill?","In Star Wars, can a Jedi kill?",Jedi have no qualms about killing those that are trying to kill them
"In Star Wars, can a Jedi kill?",Do jedis often kill their opponent?,CANNOTANSWER
"In Star Wars, can a Jedi kill?",Is it a plot device?,"Obi-Wan Kenobi is referred to as General Kenobi in Star Wars films set after the events of the Clone Wars, so we can be reasonably sure that there is nothing prohibiting Jedi killing people in battle"
"In Star Wars, can a Jedi kill?",Who is killed in the first movie?,CANNOTANSWER
What is Eurus's motive in the final problem,What is Eurus's motive in the final problem,"She doesn't want to torture Sherlock, she wants to play with him. Specifically, she wants him to play with her"
What is Eurus's motive in the final problem,Were they friends as children?,that's what the childhood version of herself wants and it manifests in modern day as the torturous puzzling she sets up for Sherlock
What is Eurus's motive in the final problem,Does she kill redbeard?,"Eurus lacks human emotion and, thus, doesn't see what she does as torturing her brother"
What is Eurus's motive in the final problem,Why does she want to torture him after 20+ years.,"Eurus lacks human emotion and, thus, doesn't see what she does as torturing her brother"
What is Eurus's motive in the final problem,What season of Sherlock does all of this take place?,"s him to play with her. At least, that's what the childhood version of herself wants and it manifests in modern day as the torturous puzzling she sets up for Sherlock. Eurus lacks human e"
What is Eurus's motive in the final problem,What does she want to be a part of?,CANNOTANSWER
Why did I see Spider-Man with Captain America's shield in his hand?,Why did I see Spider-Man with Captain America's shield in his hand?,he stole Captain America's shield from him
Why did I see Spider-Man with Captain America's shield in his hand?,When did he do that?,during the airport fight
Why did I see Spider-Man with Captain America's shield in his hand?,Does captain America no longer need his shield?,CANNOTANSWER
Why did I see Spider-Man with Captain America's shield in his hand?,Was this in a different movie?,Captain America: Civil War
Why did I see Spider-Man with Captain America's shield in his hand?,Do I need to watch that movie to understand the new Spiderman movie?,the same trailer - and the clip with Spidey holding Cap's shield seems to be lifted straight from the CA:CW movie during the airport fight
Why did I see Spider-Man with Captain America's shield in his hand?,When does the new Spiderman movie come out?,CANNOTANSWER
How many dogs can talk in Family Guy,How many dogs can talk in Family Guy,"multiple dogs can talk. Another one that has in multiple episodes is Brian's gay cousin Jasper in L.A., whom has a full time job and even gay married a human"
How many dogs can talk in Family Guy,Who is Vinny,CANNOTANSWER
How many dogs can talk in Family Guy,Who is Brian's cousin,Jasper in L.A
How many dogs can talk in Family Guy,"Right, who did he marry",married a human
How many dogs can talk in Family Guy,Isn't Vinny the other dog in Life of Brian episode?,CANNOTANSWER
How many dogs can talk in Family Guy,Any other animals talk in Family Guy,"Most animals have a variation in how much they can talk and who can understand them, because Family Guy runs on the rule of funny"
Why did Jasmine arrest Hal?,Why did Jasmine arrest Hal?,"It was purely a spur of the moment, revenge thing"
Why did Jasmine arrest Hal?,Who did Jasmine sleep with?,Dwight
Why did Jasmine arrest Hal?,Why did she come to Hal?,CANNOTANSWER
Why did Jasmine arrest Hal?,Who does she call?,Jasmine calls the FBI (or rather calls someone to get the FBI's number
